"","X","Country","Year","Month","Day","dengue_cases","flu_cases"
"1514",1514,"Brazil",2006,11,12,54,257
"1515",1515,"Brazil",2006,11,19,69,251
"1516",1516,"Brazil",2006,11,26,52,221
"1517",1517,"Brazil",2006,12,3,42,184
"1518",1518,"Brazil",2006,12,10,54,167
"1519",1519,"Brazil",2006,12,17,5,151
"1520",1520,"Brazil",2006,12,24,59,156
"1521",1521,"Brazil",2006,12,31,67,158
"1522",1522,"Brazil",2007,1,7,68,157
"1523",1523,"Brazil",2007,1,14,63,168
"1524",1524,"Brazil",2007,1,21,97,159
"1525",1525,"Brazil",2007,1,28,145,167
"1526",1526,"Brazil",2007,2,4,13,165
"1527",1527,"Brazil",2007,2,11,143,197
"1528",1528,"Brazil",2007,2,18,164,224
"1529",1529,"Brazil",2007,2,25,18,237
"1530",1530,"Brazil",2007,3,4,213,230
"1531",1531,"Brazil",2007,3,11,277,231
"1532",1532,"Brazil",2007,3,18,306,240
"1533",1533,"Brazil",2007,3,25,317,252
"1534",1534,"Brazil",2007,4,1,342,241
"1535",1535,"Brazil",2007,4,8,364,268
"1536",1536,"Brazil",2007,4,15,384,267
"1537",1537,"Brazil",2007,4,22,393,261
"1538",1538,"Brazil",2007,4,29,333,306
"1539",1539,"Brazil",2007,5,6,269,332
"1540",1540,"Brazil",2007,5,13,253,362
"1541",1541,"Brazil",2007,5,20,221,365
"1542",1542,"Brazil",2007,5,27,173,377
"1543",1543,"Brazil",2007,6,3,146,362
"1544",1544,"Brazil",2007,6,10,18,406
"1545",1545,"Brazil",2007,6,17,13,387
"1546",1546,"Brazil",2007,6,24,101,349
"1547",1547,"Brazil",2007,7,1,88,315
"1548",1548,"Brazil",2007,7,8,1,288
"1549",1549,"Brazil",2007,7,15,87,265
"1550",1550,"Brazil",2007,7,22,75,256
"1551",1551,"Brazil",2007,7,29,74,251
"1552",1552,"Brazil",2007,8,5,45,254
"1553",1553,"Brazil",2007,8,12,5,278
"1554",1554,"Brazil",2007,8,19,51,287
"1555",1555,"Brazil",2007,8,26,54,285
"1556",1556,"Brazil",2007,9,2,68,262
"1557",1557,"Brazil",2007,9,9,65,283
"1558",1558,"Brazil",2007,9,16,62,288
"1559",1559,"Brazil",2007,9,23,55,256
"1560",1560,"Brazil",2007,9,30,59,250
"1561",1561,"Brazil",2007,10,7,79,239
"1562",1562,"Brazil",2007,10,14,119,252
"1563",1563,"Brazil",2007,10,21,121,244
"1564",1564,"Brazil",2007,10,28,122,236
"1565",1565,"Brazil",2007,11,4,125,238
"1566",1566,"Brazil",2007,11,11,99,219
"1567",1567,"Brazil",2007,11,18,134,241
"1568",1568,"Brazil",2007,11,25,131,222
"1569",1569,"Brazil",2007,12,2,123,196
"1570",1570,"Brazil",2007,12,9,105,184
"1571",1571,"Brazil",2007,12,16,116,173
"1572",1572,"Brazil",2007,12,23,15,178
"1573",1573,"Brazil",2007,12,30,194,186
"1574",1574,"Brazil",2008,1,6,164,182
"1575",1575,"Brazil",2008,1,13,204,172
"1576",1576,"Brazil",2008,1,20,175,173
"1577",1577,"Brazil",2008,1,27,165,168
"1578",1578,"Brazil",2008,2,3,156,177
"1579",1579,"Brazil",2008,2,10,18,192
"1580",1580,"Brazil",2008,2,17,191,193
"1581",1581,"Brazil",2008,2,24,233,221
"1582",1582,"Brazil",2008,3,2,27,234
"1583",1583,"Brazil",2008,3,9,335,237
"1584",1584,"Brazil",2008,3,16,447,247
"1585",1585,"Brazil",2008,3,23,702,272
"1586",1586,"Brazil",2008,3,30,957,288
"1587",1587,"Brazil",2008,4,6,1,284
"1588",1588,"Brazil",2008,4,13,758,296
"1589",1589,"Brazil",2008,4,20,662,291
"1590",1590,"Brazil",2008,4,27,451,287
"1591",1591,"Brazil",2008,5,4,309,318
"1592",1592,"Brazil",2008,5,11,249,334
"1593",1593,"Brazil",2008,5,18,229,337
"1594",1594,"Brazil",2008,5,25,197,361
"1595",1595,"Brazil",2008,6,1,124,315
"1596",1596,"Brazil",2008,6,8,105,305
"1597",1597,"Brazil",2008,6,15,1,317
"1598",1598,"Brazil",2008,6,22,65,317
"1599",1599,"Brazil",2008,6,29,48,300
"1600",1600,"Brazil",2008,7,6,45,278
"1601",1601,"Brazil",2008,7,13,3,269
"1602",1602,"Brazil",2008,7,20,28,273
"1603",1603,"Brazil",2008,7,27,32,252
"1604",1604,"Brazil",2008,8,3,27,229
"1605",1605,"Brazil",2008,8,10,24,240
"1606",1606,"Brazil",2008,8,17,35,256
"1607",1607,"Brazil",2008,8,24,29,255
"1608",1608,"Brazil",2008,8,31,31,199
"1609",1609,"Brazil",2008,9,7,33,243
"1610",1610,"Brazil",2008,9,14,25,255
"1611",1611,"Brazil",2008,9,21,26,253
"1612",1612,"Brazil",2008,9,28,25,241
"1613",1613,"Brazil",2008,10,5,25,211
"1614",1614,"Brazil",2008,10,12,28,233
"1615",1615,"Brazil",2008,10,19,44,236
"1616",1616,"Brazil",2008,10,26,46,226
"1617",1617,"Brazil",2008,11,2,49,222
"1618",1618,"Brazil",2008,11,9,61,213
"1619",1619,"Brazil",2008,11,16,59,220
"1620",1620,"Brazil",2008,11,23,59,209
"1621",1621,"Brazil",2008,11,30,41,193
"1622",1622,"Brazil",2008,12,7,7,175
"1623",1623,"Brazil",2008,12,14,99,153
"1624",1624,"Brazil",2008,12,21,98,140
"1625",1625,"Brazil",2008,12,28,108,145
"1626",1626,"Brazil",2009,1,4,127,148
"1627",1627,"Brazil",2009,1,11,117,140
"1628",1628,"Brazil",2009,1,18,117,137
"1629",1629,"Brazil",2009,1,25,145,143
"1630",1630,"Brazil",2009,2,1,172,142
"1631",1631,"Brazil",2009,2,8,209,149
"1632",1632,"Brazil",2009,2,15,252,164
"1633",1633,"Brazil",2009,2,22,262,176
"1634",1634,"Brazil",2009,3,1,377,193
"1635",1635,"Brazil",2009,3,8,42,192
"1636",1636,"Brazil",2009,3,15,435,202
"1637",1637,"Brazil",2009,3,22,439,213
"1638",1638,"Brazil",2009,3,29,403,215
"1639",1639,"Brazil",2009,4,5,31,202
"1640",1640,"Brazil",2009,4,12,344,224
"1641",1641,"Brazil",2009,4,19,255,237
"1642",1642,"Brazil",2009,4,26,235,258
"1643",1643,"Brazil",2009,5,3,214,270
"1644",1644,"Brazil",2009,5,10,23,279
"1645",1645,"Brazil",2009,5,17,23,275
"1646",1646,"Brazil",2009,5,24,206,268
"1647",1647,"Brazil",2009,5,31,166,244
"1648",1648,"Brazil",2009,6,7,108,231
"1649",1649,"Brazil",2009,6,14,111,258
"1650",1650,"Brazil",2009,6,21,88,261
"1651",1651,"Brazil",2009,6,28,69,256
"1652",1652,"Brazil",2009,7,5,7,250
"1653",1653,"Brazil",2009,7,12,64,277
"1654",1654,"Brazil",2009,7,19,49,305
"1655",1655,"Brazil",2009,7,26,52,331
"1656",1656,"Brazil",2009,8,2,55,373
"1657",1657,"Brazil",2009,8,9,58,360
"1658",1658,"Brazil",2009,8,16,78,328
"1659",1659,"Brazil",2009,8,23,79,284
"1660",1660,"Brazil",2009,8,30,76,273
"1661",1661,"Brazil",2009,9,6,64,234
"1662",1662,"Brazil",2009,9,13,8,217
"1663",1663,"Brazil",2009,9,20,65,199
"1664",1664,"Brazil",2009,9,27,63,186
"1665",1665,"Brazil",2009,10,4,53,177
"1666",1666,"Brazil",2009,10,11,44,167
"1667",1667,"Brazil",2009,10,18,74,175
"1668",1668,"Brazil",2009,10,25,86,167
"1669",1669,"Brazil",2009,11,1,109,158
"1670",1670,"Brazil",2009,11,8,118,154
"1671",1671,"Brazil",2009,11,15,122,144
"1672",1672,"Brazil",2009,11,22,142,146
"1673",1673,"Brazil",2009,11,29,121,132
"1674",1674,"Brazil",2009,12,6,103,121
"1675",1675,"Brazil",2009,12,13,11,122
"1676",1676,"Brazil",2009,12,20,108,110
"1677",1677,"Brazil",2009,12,27,127,117
"1678",1678,"Brazil",2010,1,3,161,120
"1679",1679,"Brazil",2010,1,10,185,114
"1680",1680,"Brazil",2010,1,17,199,109
"1681",1681,"Brazil",2010,1,24,212,109
"1682",1682,"Brazil",2010,1,31,257,114
"1683",1683,"Brazil",2010,2,7,318,120
"1684",1684,"Brazil",2010,2,14,37,130
"1685",1685,"Brazil",2010,2,21,583,145
"1686",1686,"Brazil",2010,2,28,596,152
"1687",1687,"Brazil",2010,3,7,626,175
"1688",1688,"Brazil",2010,3,14,623,172
"1689",1689,"Brazil",2010,3,21,652,171
"1690",1690,"Brazil",2010,3,28,586,166
"1691",1691,"Brazil",2010,4,4,623,193
"1692",1692,"Brazil",2010,4,11,62,210
"1693",1693,"Brazil",2010,4,18,499,209
"1694",1694,"Brazil",2010,4,25,465,200
"1695",1695,"Brazil",2010,5,2,482,196
"1696",1696,"Brazil",2010,5,9,396,214
"1697",1697,"Brazil",2010,5,16,349,232
"1698",1698,"Brazil",2010,5,23,286,226
"1699",1699,"Brazil",2010,5,30,229,212
"1700",1700,"Brazil",2010,6,6,213,223
"1701",1701,"Brazil",2010,6,13,183,228
"1702",1702,"Brazil",2010,6,20,165,225
"1703",1703,"Brazil",2010,6,27,134,203
"1704",1704,"Brazil",2010,7,4,125,189
"1705",1705,"Brazil",2010,7,11,107,175
"1706",1706,"Brazil",2010,7,18,99,164
"1707",1707,"Brazil",2010,7,25,96,166
"1708",1708,"Brazil",2010,8,1,93,171
"1709",1709,"Brazil",2010,8,8,108,193
"1710",1710,"Brazil",2010,8,15,103,223
"1711",1711,"Brazil",2010,8,22,109,234
"1712",1712,"Brazil",2010,8,29,102,214
"1713",1713,"Brazil",2010,9,5,87,188
"1714",1714,"Brazil",2010,9,12,102,188
"1715",1715,"Brazil",2010,9,19,96,176
"1716",1716,"Brazil",2010,9,26,73,156
"1717",1717,"Brazil",2010,10,3,65,145
"1718",1718,"Brazil",2010,10,10,54,155
"1719",1719,"Brazil",2010,10,17,8,167
"1720",1720,"Brazil",2010,10,24,85,166
"1721",1721,"Brazil",2010,10,31,96,163
"1722",1722,"Brazil",2010,11,7,102,165
"1723",1723,"Brazil",2010,11,14,114,161
"1724",1724,"Brazil",2010,11,21,121,159
"1725",1725,"Brazil",2010,11,28,102,148
"1726",1726,"Brazil",2010,12,5,93,135
"1727",1727,"Brazil",2010,12,12,94,135
"1728",1728,"Brazil",2010,12,19,105,129
"1729",1729,"Brazil",2010,12,26,101,137
"1730",1730,"Brazil",2011,1,2,112,136
"1731",1731,"Brazil",2011,1,9,126,128
"1732",1732,"Brazil",2011,1,16,127,121
"1733",1733,"Brazil",2011,1,23,15,121
"1734",1734,"Brazil",2011,1,30,162,118
"1735",1735,"Brazil",2011,2,6,216,122
"1736",1736,"Brazil",2011,2,13,262,134
"1737",1737,"Brazil",2011,2,20,324,149
"1738",1738,"Brazil",2011,2,27,295,150
"1739",1739,"Brazil",2011,3,6,284,152
"1740",1740,"Brazil",2011,3,13,392,169
"1741",1741,"Brazil",2011,3,20,487,178
"1742",1742,"Brazil",2011,3,27,458,180
"1743",1743,"Brazil",2011,4,3,486,189
"1744",1744,"Brazil",2011,4,10,444,196
"1745",1745,"Brazil",2011,4,17,372,178
"1746",1746,"Brazil",2011,4,24,366,204
"1747",1747,"Brazil",2011,5,1,32,211
"1748",1748,"Brazil",2011,5,8,279,224
"1749",1749,"Brazil",2011,5,15,255,234
"1750",1750,"Brazil",2011,5,22,216,239
"1751",1751,"Brazil",2011,5,29,175,239
"1752",1752,"Brazil",2011,6,5,139,222
"1753",1753,"Brazil",2011,6,12,129,226
"1754",1754,"Brazil",2011,6,19,99,202
"1755",1755,"Brazil",2011,6,26,89,195
"1756",1756,"Brazil",2011,7,3,76,181
"1757",1757,"Brazil",2011,7,10,72,175
"1758",1758,"Brazil",2011,7,17,58,159
"1759",1759,"Brazil",2011,7,24,68,150
"1760",1760,"Brazil",2011,7,31,66,151
"1761",1761,"Brazil",2011,8,7,73,159
"1762",1762,"Brazil",2011,8,14,74,171
"1763",1763,"Brazil",2011,8,21,74,173
"1764",1764,"Brazil",2011,8,28,76,171
"1765",1765,"Brazil",2011,9,4,76,165
"1766",1766,"Brazil",2011,9,11,79,158
"1767",1767,"Brazil",2011,9,18,73,154
"1768",1768,"Brazil",2011,9,25,71,145
"1769",1769,"Brazil",2011,10,2,75,132
"1770",1770,"Brazil",2011,10,9,71,123
"1771",1771,"Brazil",2011,10,16,82,136
"1772",1772,"Brazil",2011,10,23,97,136
"1773",1773,"Brazil",2011,10,30,9,141
"1774",1774,"Brazil",2011,11,6,97,141
"1775",1775,"Brazil",2011,11,13,9,132
"1776",1776,"Brazil",2011,11,20,92,133
"1777",1777,"Brazil",2011,11,27,79,120
"1778",1778,"Brazil",2011,12,4,8,114
"1779",1779,"Brazil",2011,12,11,87,110
"1780",1780,"Brazil",2011,12,18,83,101
"1781",1781,"Brazil",2011,12,25,84,97
"1782",1782,"Brazil",2012,1,1,103,100
"1783",1783,"Brazil",2012,1,8,112,95
"1784",1784,"Brazil",2012,1,15,95,89
"1785",1785,"Brazil",2012,1,22,102,90
"1786",1786,"Brazil",2012,1,29,109,94
"1787",1787,"Brazil",2012,2,5,116,95
"1788",1788,"Brazil",2012,2,12,124,103
"1789",1789,"Brazil",2012,2,19,141,113
"1790",1790,"Brazil",2012,2,26,177,127
"1791",1791,"Brazil",2012,3,4,176,125
"1792",1792,"Brazil",2012,3,11,188,135
"1793",1793,"Brazil",2012,3,18,198,142
"1794",1794,"Brazil",2012,3,25,194,149
"1795",1795,"Brazil",2012,4,1,177,141
"1796",1796,"Brazil",2012,4,8,202,155
"1797",1797,"Brazil",2012,4,15,204,161
"1798",1798,"Brazil",2012,4,22,217,164
"1799",1799,"Brazil",2012,4,29,185,170
"1800",1800,"Brazil",2012,5,6,197,176
"1801",1801,"Brazil",2012,5,13,186,197
"1802",1802,"Brazil",2012,5,20,17,208
"1803",1803,"Brazil",2012,5,27,16,205
"1804",1804,"Brazil",2012,6,3,114,183
"1805",1805,"Brazil",2012,6,10,113,187
"1806",1806,"Brazil",2012,6,17,107,192
"1807",1807,"Brazil",2012,6,24,93,196
"1808",1808,"Brazil",2012,7,1,83,187
"1809",1809,"Brazil",2012,7,8,67,179
"1810",1810,"Brazil",2012,7,15,51,176
"1811",1811,"Brazil",2012,7,22,6,176
"1812",1812,"Brazil",2012,7,29,61,160
"1813",1813,"Brazil",2012,8,5,59,157
"1814",1814,"Brazil",2012,8,12,53,160
"1815",1815,"Brazil",2012,8,19,5,166
"1816",1816,"Brazil",2012,8,26,49,158
"1817",1817,"Brazil",2012,9,2,44,154
"1818",1818,"Brazil",2012,9,9,51,160
"1819",1819,"Brazil",2012,9,16,54,150
"1820",1820,"Brazil",2012,9,23,43,151
"1821",1821,"Brazil",2012,9,30,43,150
"1822",1822,"Brazil",2012,10,7,38,134
"1823",1823,"Brazil",2012,10,14,5,152
"1824",1824,"Brazil",2012,10,21,59,138
"1825",1825,"Brazil",2012,10,28,56,128
"1826",1826,"Brazil",2012,11,4,63,126
"1827",1827,"Brazil",2012,11,11,58,126
"1828",1828,"Brazil",2012,11,18,67,129
"1829",1829,"Brazil",2012,11,25,57,127
"1830",1830,"Brazil",2012,12,2,54,118
"1831",1831,"Brazil",2012,12,9,53,111
"1832",1832,"Brazil",2012,12,16,59,106
"1833",1833,"Brazil",2012,12,23,81,106
"1834",1834,"Brazil",2012,12,30,111,108
"1835",1835,"Brazil",2013,1,6,127,109
"1836",1836,"Brazil",2013,1,13,145,106
"1837",1837,"Brazil",2013,1,20,171,107
"1838",1838,"Brazil",2013,1,27,178,112
"1839",1839,"Brazil",2013,2,3,182,116
"1840",1840,"Brazil",2013,2,10,238,131
"1841",1841,"Brazil",2013,2,17,275,141
"1842",1842,"Brazil",2013,2,24,323,139
"1843",1843,"Brazil",2013,3,3,328,137
"1844",1844,"Brazil",2013,3,10,368,149
"1845",1845,"Brazil",2013,3,17,421,165
"1846",1846,"Brazil",2013,3,24,423,167
"1847",1847,"Brazil",2013,3,31,501,185
"1848",1848,"Brazil",2013,4,7,568,195
"1849",1849,"Brazil",2013,4,14,488,218
"1850",1850,"Brazil",2013,4,21,383,225
"1851",1851,"Brazil",2013,4,28,32,219
"1852",1852,"Brazil",2013,5,5,264,218
"1853",1853,"Brazil",2013,5,12,241,214
"1854",1854,"Brazil",2013,5,19,2,215
"1855",1855,"Brazil",2013,5,26,147,203
"1856",1856,"Brazil",2013,6,2,129,210
"1857",1857,"Brazil",2013,6,9,124,210
"1858",1858,"Brazil",2013,6,16,114,212
"1859",1859,"Brazil",2013,6,23,88,212
"1860",1860,"Brazil",2013,6,30,78,205
"1861",1861,"Brazil",2013,7,7,65,200
"1862",1862,"Brazil",2013,7,14,64,199
"1863",1863,"Brazil",2013,7,21,51,192
"1864",1864,"Brazil",2013,7,28,56,195
"1865",1865,"Brazil",2013,8,4,63,197
"1866",1866,"Brazil",2013,8,11,57,202
"1867",1867,"Brazil",2013,8,18,6,207
"1868",1868,"Brazil",2013,8,25,54,204
"1869",1869,"Brazil",2013,9,1,53,193
"1870",1870,"Brazil",2013,9,8,57,182
"1871",1871,"Brazil",2013,9,15,57,169
"1872",1872,"Brazil",2013,9,22,52,156
"1873",1873,"Brazil",2013,9,29,47,147
"1874",1874,"Brazil",2013,10,6,45,152
"1875",1875,"Brazil",2013,10,13,51,151
"1876",1876,"Brazil",2013,10,20,63,149
"1877",1877,"Brazil",2013,10,27,56,146
"1878",1878,"Brazil",2013,11,3,6,143
"1879",1879,"Brazil",2013,11,10,61,143
"1880",1880,"Brazil",2013,11,17,76,141
"1881",1881,"Brazil",2013,11,24,59,125
"1882",1882,"Brazil",2013,12,1,56,116
"1883",1883,"Brazil",2013,12,8,51,114
"1884",1884,"Brazil",2013,12,15,51,114
"1885",1885,"Brazil",2013,12,22,53,112
"1886",1886,"Brazil",2013,12,29,68,107
"1887",1887,"Brazil",2014,1,5,76,110
"1888",1888,"Brazil",2014,1,12,71,100
"1889",1889,"Brazil",2014,1,19,72,98
"1890",1890,"Brazil",2014,1,26,8,105
"1891",1891,"Brazil",2014,2,2,92,105
"1892",1892,"Brazil",2014,2,9,101,113
"1893",1893,"Brazil",2014,2,16,115,123
"1894",1894,"Brazil",2014,2,23,128,133
"1895",1895,"Brazil",2014,3,2,127,139
"1896",1896,"Brazil",2014,3,9,151,149
"1897",1897,"Brazil",2014,3,16,185,149
"1898",1898,"Brazil",2014,3,23,222,162
"1899",1899,"Brazil",2014,3,30,263,166
"1900",1900,"Brazil",2014,4,6,345,182
"1901",1901,"Brazil",2014,4,13,425,185
"1902",1902,"Brazil",2014,4,20,458,210
"1903",1903,"Brazil",2014,4,27,439,227
"1904",1904,"Brazil",2014,5,4,417,235
"1905",1905,"Brazil",2014,5,11,34,245
"1906",1906,"Brazil",2014,5,18,285,238
"1907",1907,"Brazil",2014,5,25,208,227
"1908",1908,"Brazil",2014,6,1,172,226
"1909",1909,"Brazil",2014,6,8,146,212
"1910",1910,"Brazil",2014,6,15,127,212
"1911",1911,"Brazil",2014,6,22,112,209
"1912",1912,"Brazil",2014,6,29,92,197
"1913",1913,"Brazil",2014,7,6,81,182
"1914",1914,"Brazil",2014,7,13,73,178
"1915",1915,"Brazil",2014,7,20,63,179
"1916",1916,"Brazil",2014,7,27,57,181
"1917",1917,"Brazil",2014,8,3,66,196
"1918",1918,"Brazil",2014,8,10,59,203
"1919",1919,"Brazil",2014,8,17,55,217
"1920",1920,"Brazil",2014,8,24,57,219
"1921",1921,"Brazil",2014,8,31,55,196
"1922",1922,"Brazil",2014,9,7,53,193
"1923",1923,"Brazil",2014,9,14,57,188
"1924",1924,"Brazil",2014,9,21,54,178
"1925",1925,"Brazil",2014,9,28,57,165
"1926",1926,"Brazil",2014,10,5,54,168
"1927",1927,"Brazil",2014,10,12,61,170
"1928",1928,"Brazil",2014,10,19,64,170
"1929",1929,"Brazil",2014,10,26,61,159
"1930",1930,"Brazil",2014,11,2,71,153
"1931",1931,"Brazil",2014,11,9,64,148
"1932",1932,"Brazil",2014,11,16,6,156
"1933",1933,"Brazil",2014,11,23,51,137
"1934",1934,"Brazil",2014,11,30,52,138
"1935",1935,"Brazil",2014,12,7,54,136
"1936",1936,"Brazil",2014,12,14,55,133
"1937",1937,"Brazil",2014,12,21,58,128
"1938",1938,"Brazil",2014,12,28,77,127
"1939",1939,"Brazil",2015,1,4,89,128
"1940",1940,"Brazil",2015,1,11,96,114
"1941",1941,"Brazil",2015,1,18,107,110
"1942",1942,"Brazil",2015,1,25,146,108
"1943",1943,"Brazil",2015,2,1,195,112
"1944",1944,"Brazil",2015,2,8,252,124
"1945",1945,"Brazil",2015,2,15,294,143
"1946",1946,"Brazil",2015,2,22,38,157
"1947",1947,"Brazil",2015,3,1,503,168
"1948",1948,"Brazil",2015,3,8,612,181
"1949",1949,"Brazil",2015,3,15,694,197
"1950",1950,"Brazil",2015,3,22,783,214
"1951",1951,"Brazil",2015,3,29,753,215
"1952",1952,"Brazil",2015,4,5,737,230
"1953",1953,"Brazil",2015,4,12,895,245
"1954",1954,"Brazil",2015,4,19,801,241
"1955",1955,"Brazil",2015,4,26,714,250
"1956",1956,"Brazil",2015,5,3,7,263
"1957",1957,"Brazil",2015,5,10,537,278
"1958",1958,"Brazil",2015,5,17,456,299
"1959",1959,"Brazil",2015,5,24,383,287
"1960",1960,"Brazil",2015,5,31,275,263
"1961",1961,"Brazil",2015,6,7,265,262
"1962",1962,"Brazil",2015,6,14,211,249
"1963",1963,"Brazil",2015,6,21,155,242
"1964",1964,"Brazil",2015,6,28,124,238
"1965",1965,"Brazil",2015,7,5,101,231
"1966",1966,"Brazil",2015,7,12,104,231
"1967",1967,"Brazil",2015,7,19,9,213
"1968",1968,"Brazil",2015,7,26,88,206
"1969",1969,"Brazil",2015,8,2,85,203
"1970",1970,"Brazil",2015,8,9,8,201
"1971",1971,"India",2002,12,29,62,NA
"1972",1972,"India",2003,1,5,47,NA
"1973",1973,"India",2003,1,12,51,NA
"1974",1974,"India",2003,1,19,32,NA
"1975",1975,"India",2003,1,26,4,NA
"1976",1976,"India",2003,2,2,38,NA
"1977",1977,"India",2003,2,9,19,NA
"1978",1978,"India",2003,2,16,8,NA
"1979",1979,"India",2003,2,23,22,NA
"1980",1980,"India",2003,3,2,28,NA
"1981",1981,"India",2003,3,9,3,NA
"1982",1982,"India",2003,3,16,6,NA
"1983",1983,"India",2003,3,23,15,NA
"1984",1984,"India",2003,3,30,33,NA
"1985",1985,"India",2003,4,6,8,NA
"1986",1986,"India",2003,4,13,12,NA
"1987",1987,"India",2003,4,20,3,NA
"1988",1988,"India",2003,4,27,4,NA
"1989",1989,"India",2003,5,4,7,NA
"1990",1990,"India",2003,5,11,0,NA
"1991",1991,"India",2003,5,18,19,NA
"1992",1992,"India",2003,5,25,15,NA
"1993",1993,"India",2003,6,1,31,NA
"1994",1994,"India",2003,6,8,5,NA
"1995",1995,"India",2003,6,15,94,NA
"1996",1996,"India",2003,6,22,165,NA
"1997",1997,"India",2003,6,29,17,NA
"1998",1998,"India",2003,7,6,195,NA
"1999",1999,"India",2003,7,13,174,NA
"2000",2000,"India",2003,7,20,187,NA
"2001",2001,"India",2003,7,27,18,NA
"2002",2002,"India",2003,8,3,116,NA
"2003",2003,"India",2003,8,10,101,NA
"2004",2004,"India",2003,8,17,1,NA
"2005",2005,"India",2003,8,24,103,NA
"2006",2006,"India",2003,8,31,135,NA
"2007",2007,"India",2003,9,7,143,NA
"2008",2008,"India",2003,9,14,196,NA
"2009",2009,"India",2003,9,21,242,NA
"2010",2010,"India",2003,9,28,292,NA
"2011",2011,"India",2003,10,5,565,NA
"2012",2012,"India",2003,10,12,928,NA
"2013",2013,"India",2003,10,19,99,NA
"2014",2014,"India",2003,10,26,91,NA
"2015",2015,"India",2003,11,2,679,NA
"2016",2016,"India",2003,11,9,509,NA
"2017",2017,"India",2003,11,16,327,NA
"2018",2018,"India",2003,11,23,245,NA
"2019",2019,"India",2003,11,30,178,NA
"2020",2020,"India",2003,12,7,133,NA
"2021",2021,"India",2003,12,14,94,NA
"2022",2022,"India",2003,12,21,1,NA
"2023",2023,"India",2003,12,28,87,NA
"2024",2024,"India",2004,1,4,7,NA
"2025",2025,"India",2004,1,11,72,NA
"2026",2026,"India",2004,1,18,62,NA
"2027",2027,"India",2004,1,25,59,NA
"2028",2028,"India",2004,2,1,43,NA
"2029",2029,"India",2004,2,8,33,NA
"2030",2030,"India",2004,2,15,58,NA
"2031",2031,"India",2004,2,22,39,NA
"2032",2032,"India",2004,2,29,31,NA
"2033",2033,"India",2004,3,7,23,NA
"2034",2034,"India",2004,3,14,39,NA
"2035",2035,"India",2004,3,21,23,NA
"2036",2036,"India",2004,3,28,26,NA
"2037",2037,"India",2004,4,4,37,NA
"2038",2038,"India",2004,4,11,27,NA
"2039",2039,"India",2004,4,18,31,NA
"2040",2040,"India",2004,4,25,19,NA
"2041",2041,"India",2004,5,2,16,NA
"2042",2042,"India",2004,5,9,21,NA
"2043",2043,"India",2004,5,16,37,NA
"2044",2044,"India",2004,5,23,29,NA
"2045",2045,"India",2004,5,30,37,NA
"2046",2046,"India",2004,6,6,4,NA
"2047",2047,"India",2004,6,13,4,NA
"2048",2048,"India",2004,6,20,57,NA
"2049",2049,"India",2004,6,27,48,NA
"2050",2050,"India",2004,7,4,54,NA
"2051",2051,"India",2004,7,11,56,NA
"2052",2052,"India",2004,7,18,57,NA
"2053",2053,"India",2004,7,25,93,NA
"2054",2054,"India",2004,8,1,99,NA
"2055",2055,"India",2004,8,8,99,NA
"2056",2056,"India",2004,8,15,75,NA
"2057",2057,"India",2004,8,22,8,NA
"2058",2058,"India",2004,8,29,85,NA
"2059",2059,"India",2004,9,5,82,NA
"2060",2060,"India",2004,9,12,103,NA
"2061",2061,"India",2004,9,19,127,NA
"2062",2062,"India",2004,9,26,12,NA
"2063",2063,"India",2004,10,3,114,NA
"2064",2064,"India",2004,10,10,137,NA
"2065",2065,"India",2004,10,17,171,NA
"2066",2066,"India",2004,10,24,173,NA
"2067",2067,"India",2004,10,31,164,NA
"2068",2068,"India",2004,11,7,182,NA
"2069",2069,"India",2004,11,14,155,NA
"2070",2070,"India",2004,11,21,125,NA
"2071",2071,"India",2004,11,28,93,NA
"2072",2072,"India",2004,12,5,93,NA
"2073",2073,"India",2004,12,12,71,NA
"2074",2074,"India",2004,12,19,62,NA
"2075",2075,"India",2004,12,26,55,NA
"2076",2076,"India",2005,1,2,39,NA
"2077",2077,"India",2005,1,9,34,NA
"2078",2078,"India",2005,1,16,32,NA
"2079",2079,"India",2005,1,23,3,NA
"2080",2080,"India",2005,1,30,2,NA
"2081",2081,"India",2005,2,6,35,NA
"2082",2082,"India",2005,2,13,27,NA
"2083",2083,"India",2005,2,20,15,NA
"2084",2084,"India",2005,2,27,19,NA
"2085",2085,"India",2005,3,6,14,NA
"2086",2086,"India",2005,3,13,29,NA
"2087",2087,"India",2005,3,20,22,NA
"2088",2088,"India",2005,3,27,18,NA
"2089",2089,"India",2005,4,3,8,NA
"2090",2090,"India",2005,4,10,16,NA
"2091",2091,"India",2005,4,17,13,NA
"2092",2092,"India",2005,4,24,15,NA
"2093",2093,"India",2005,5,1,13,NA
"2094",2094,"India",2005,5,8,21,NA
"2095",2095,"India",2005,5,15,44,NA
"2096",2096,"India",2005,5,22,28,NA
"2097",2097,"India",2005,5,29,31,NA
"2098",2098,"India",2005,6,5,28,NA
"2099",2099,"India",2005,6,12,52,NA
"2100",2100,"India",2005,6,19,28,NA
"2101",2101,"India",2005,6,26,55,NA
"2102",2102,"India",2005,7,3,51,NA
"2103",2103,"India",2005,7,10,75,NA
"2104",2104,"India",2005,7,17,134,NA
"2105",2105,"India",2005,7,24,13,NA
"2106",2106,"India",2005,7,31,93,NA
